0,97.0,0.6906763051713374
1,100.0,0.7051539878013581
2,88.0,1.2557911364241165
3,81.0,0.29943028252182985
4,95.0,0.7678633957724241
5,100.0,0.4397114889213316
6,92.0,0.476994524024453
7,84.0,0.8714424291207528
8,99.0,0.16082763341822948
9,92.0,0.9556061785181069
10,98.0,0.9831592134742425
11,81.0,0.728376778967024
12,94.0,0.793910164472583
13,89.0,0.25000563983048474
14,91.0,0.8364407510842246
15,99.0,0.4576503047349228
16,93.0,0.18969046647988025
17,80.0,0.9614222453461013
18,84.0,1.36273275512
19,87.0,0.5752112825506516
20,84.0,0.720368146187619
21,82.0,1.0505499306609107
22,83.0,0.6269990707252943
23,94.0,0.9354423342468672
24,98.0,0.4466707985932762
25,82.0,0.9810109939730713
26,85.0,1.1011889846054188
27,99.0,1.060857793488552
28,89.0,1.1957998785103026
29,96.0,0.5788383279835521
30,83.0,0.5197067361332346
31,86.0,0.46463845176855156
32,88.0,1.0324700016020254
33,81.0,0.5882226041511629
34,86.0,0.5809875618089679
35,88.0,0.6352311790413016
36,91.0,0.3551650809551328
37,88.0,1.239522771128235
38,86.0,0.8242137977837838
39,97.0,0.3030520696238858
40,90.0,0.8991054375167179
41,81.0,0.6791596970721642
42,88.0,0.9130008703553031
43,100.0,0.6594159589626049
44,84.0,0.9247813009920585
45,90.0,0.7678293937736249
46,99.0,0.7905210448908825
47,93.0,0.5424760408165665
48,99.0,0.3100016776032658
49,91.0,0.7098250938273061
